('went', 'down', 'the'),6,8.611410118406889e-05
('but', 'it', 'was'),6,8.611410118406889e-05
('at', 'the', 'edge'),6,8.611410118406889e-05
('and', 'sat', 'down'),6,8.611410118406889e-05
('sat', 'down', 'at'),6,8.611410118406889e-05
('That', "'s", 'not'),6,8.611410118406889e-05
("n't", 'you', 'like'),6,8.611410118406889e-05
('You', "'re", 'not'),6,8.611410118406889e-05
('We', 'went', 'into'),6,8.611410118406889e-05
('I', 'went', 'back'),6,8.611410118406889e-05
('Come', 'on', 'I'),6,8.611410118406889e-05
('do', "n't", 'like'),6,8.611410118406889e-05
('One', 'of', 'the'),6,8.611410118406889e-05
('back', 'of', 'the'),6,8.611410118406889e-05
('the', 'far', 'end'),6,8.611410118406889e-05
('It', 'was', 'hot'),6,8.611410118406889e-05
('was', 'hot', 'and'),6,8.611410118406889e-05
('walked', 'down', 'the'),6,8.611410118406889e-05
('I', 'was', 'a'),6,8.611410118406889e-05
('I', 'wish', 'I'),6,8.611410118406889e-05
('Brett', 'smiled', 'at'),6,8.611410118406889e-05
('Brett', 'said', 'We'),6,8.611410118406889e-05
('stopped', 'at', 'the'),6,8.611410118406889e-05
('I', 'took', 'a'),6,8.611410118406889e-05
('we', 'went', 'out'),6,8.611410118406889e-05
('to', 'see', 'you'),6,8.611410118406889e-05
('Oh', 'go', 'to'),6,8.611410118406889e-05
('of', 'the', 'crowd'),6,8.611410118406889e-05
('want', 'you', 'to'),6,8.611410118406889e-05
('The', 'count', 'was'),6,8.611410118406889e-05
('I', "'ve", 'never'),6,8.611410118406889e-05
('and', 'they', 'were'),6,8.611410118406889e-05
('I', 'put', 'on'),6,8.611410118406889e-05
('was', 'in', 'the'),6,8.611410118406889e-05
('like', 'to', 'have'),6,8.611410118406889e-05
('went', 'to', 'sleep'),6,8.611410118406889e-05
('and', 'went', 'to'),6,8.611410118406889e-05
('said', 'I', 'say'),6,8.611410118406889e-05
('do', "n't", 'mind'),6,8.611410118406889e-05
('I', 'told', 'him'),6,8.611410118406889e-05
('took', 'a', 'long'),6,8.611410118406889e-05
("n't", 'be', 'an'),6,8.611410118406889e-05
('be', 'an', 'ass'),6,8.611410118406889e-05
("n't", 'have', 'to'),6,8.611410118406889e-05
('on', 'the', 'stairs'),6,8.611410118406889e-05
('that', 'I', 'had'),6,8.611410118406889e-05
('up', 'from', 'the'),6,8.611410118406889e-05
('walked', 'across', 'the'),6,8.611410118406889e-05
('I', "'ll", 'tell'),6,8.611410118406889e-05
("'m", 'not', 'going'),6,8.611410118406889e-05
('sort', 'of', 'thing'),6,8.611410118406889e-05
('and', 'took', 'a'),6,8.611410118406889e-05
